1092,1170,1207,1175
1189,985.3,765.9,951.9
902.1,600.3,508.2,686.4
714.6,645.3,953.8,1206
1236,1262,1240,1264
1227,1260,1523,1838
1332,1216,1328,1773
1233,1378,1682,1737
1487,1362,1797,1162
1177,1184,1396,1646
1574,1653,1618,1649
1613,1574,1690,1691
1585,1413,1269,1155
1088,1161,1461,1589
1397,1441,1429,1239
1030,942.0,1061,958.0
832.0,1027,1307,1106
1178,1151,1643,1340
1647,1756,1653,1419
1272,1531,1801,2127
1786,1932,2801,3244
3445,3850,4313,4826
5887,6550,5565,5599
5599
